644,1155,136,485,704,787,0.591
618,1069,144,516,588,768,0.647
639,1138,108,510,546,761,0.56
554,1041,87,475,726,717,0.425
583,1072,73,457,515,717,0.496
501,1054,59,418,648,672,0.413
426,976,51,423,598,652,0.444
472,1009,53,400,475,658,0.425
701,1139,138,559,656,789,0.567
663,1213,68,483,542,782,0.563
658,1120,146,511,660,782,0.651
633,1128,124,494,620,752,0.54
547,1096,110,439,645,725,0.46
508,1015,90,528,748,711,0.329
572,1094,108,439,570,715,0.433
518,1061,87,406,620,709,0.456
613,1169,133,465,662,752,0.599
513,1030,95,452,606,698,0.655
496,1069,74,376,594,689,0.536
473,1066,59,403,611,688,0.544
454,982,81,433,743,664,0.5
452,1013,29,389,563,647,0.496
342,913,35,343,776,595,0.31
366,903,46,392,733,603,0.361
655,1204,88,455,573,767,0.643
541,1081,106,458,650,726,0.484
563,1153,93,332,583,715,0.524
489,1072,58,378,672,680,0.456
485,988,91,385,750,681,0.552
494,1027,87,378,622,675,0.393
482,1002,68,416,696,669,0.524
477,1013,75,364,712,662,0.425
629,1154,106,357,741,725,0.607
590,1071,65,447,726,696,0.56
527,1064,79,421,621,706,0.603
558,1047,94,384,723,699,0.5
510,1037,96,403,747,703,0.437
476,1054,83,381,600,683,0.369
431,989,75,341,675,654,0.524
467,965,82,389,754,650,0.401
566,1161,72,398,692,733,0.476
515,1022,92,463,701,695,0.587
545,1085,58,427,690,709,0.563
510,1029,88,423,807,697,0.448
506,1036,98,441,612,694,0.417
522,1000,90,432,836,699,0.56
493,1001,106,396,747,689,0.552
446,1008,82,327,721,660,0.397
722,1194,165,456,804,819,0.552
616,1081,133,466,722,748,0.599
602,1090,110,490,693,766,0.571
590,1109,83,422,601,737,0.587
511,1070,84,382,717,685,0.472
481,1032,102,381,779,707,0.413
497,994,82,424,720,688,0.421
434,962,75,359,801,650,0.385
633,1123,142,413,820,778,0.643
620,1143,143,446,822,773,0.532
609,1131,100,417,699,740,0.504
536,1089,101,440,758,725,0.468
536,1070,86,403,829,709,0.41
520,1080,102,338,713,700,0.496
503,1042,123,339,784,708,0.455
489,1067,94,367,669,701,0.488
731,1268,197,432,847,838,0.554
765,1264,210,555,871,829,0.465
753,1309,145,465,815,824,0.591
748,1244,207,483,964,812,0.562
721,1305,141,478,693,793,0.598
744,1287,145,428,772,792,0.466
699,1210,143,537,780,777,0.535
523,1108,86,418,908,678,0.224
777,1245,208,548,905,849,0.695
694,1325,150,475,684,800,0.571
744,1223,177,496,967,795,0.539
680,1270,180,449,997,803,0.391
687,1239,122,553,805,770,0.515
603,1186,104,449,831,719,0.504
602,1167,105,429,858,716,0.338
588,1137,86,527,866,696,0.442
739,1262,162,520,814,807,0.609
718,1265,121,585,817,791,0.457
732,1266,130,560,697,780,0.508
659,1255,148,549,877,783,0.473
711,1192,169,598,911,791,0.558
683,1263,142,497,774,782,0.469
669,1247,85,590,759,754,0.464
596,1143,113,457,770,728,0.458
777,1321,191,469,804,831,0.636
643,1230,120,454,914,746,0.605
618,1207,158,385,815,772,0.469
658,1160,173,464,945,774,0.547
603,1148,170,446,1064,748,0.461
587,1173,130,434,794,726,0.504
583,1173,100,412,951,717,0.52
463,1105,85,324,978,661,0.265
723,1280,175,543,727,829,0.611
769,1295,213,481,661,842,0.589
657,1211,129,505,721,765,0.609
644,1208,156,464,763,781,0.508
563,1251,90,452,706,736,0.435
577,1131,121,542,887,736,0.492
509,1088,106,404,781,697,0.458
491,1143,73,338,848,682,0.3
692,1233,134,607,871,783,0.586
643,1182,143,549,693,773,0.523
641,1215,132,460,704,757,0.584
655,1223,138,521,818,768,0.488
632,1213,140,456,923,764,0.417
606,1200,89,433,780,723,0.53
588,1150,102,441,892,716,0.457
533,1125,88,416,853,691,0.41
622,1163,159,400,824,775,0.512
614,1134,111,500,748,749,0.606
589,1139,122,495,806,757,0.583
563,1071,134,458,817,743,0.43
601,1098,105,349,915,717,0.432
596,1147,63,465,701,715,0.585
541,1102,99,430,718,717,0.391
500,1058,83,361,856,694,0.463
547,1104,92,444,628,734,0.56
511,1057,110,442,800,711,0.54
509,1059,99,424,859,704,0.48
538,1043,73,477,689,701,0.593
476,1067,62,390,650,681,0.52
455,1068,55,368,635,676,0.512
488,1034,88,418,815,684,0.407
457,1037,81,330,813,661,0.385
603,1118,112,442,750,744,0.603
578,1103,78,449,748,726,0.565
532,1160,78,431,704,713,0.483
533,1152,76,405,763,717,0.447
530,1154,96,443,653,729,0.448
534,1050,104,506,705,718,0.54
497,1062,86,511,678,706,0.508
499,1080,73,428,630,694,0.408
632,1222,89,491,735,765,0.659
624,1200,93,445,728,761,0.548
647,1198,68,472,719,732,0.556
592,1086,120,463,770,728,0.508
557,1078,92,505,699,720,0.516
499,1149,70,396,713,698,0.397
503,1095,48,453,642,689,0.452
468,1070,66,364,765,674,0.365
732,1303,166,552,892,822,0.602
685,1224,146,584,789,796,0.481
722,1286,120,522,849,781,0.534
683,1219,153,547,905,789,0.451
657,1241,164,498,1017,774,0.346
706,1191,156,579,890,785,0.609
670,1251,129,552,781,773,0.406
637,1223,121,456,816,773,0.496
731,1276,149,533,834,805,0.549
773,1345,185,420,873,813,0.519
681,1207,118,621,916,774,0.594
688,1270,121,486,907,759,0.429
704,1217,120,484,813,768,0.632
611,1148,106,523,865,730,0.444
570,1165,87,480,874,714,0.391
543,1053,104,497,943,690,0.368
713,1324,111,466,836,781,0.563
627,1177,106,554,782,752,0.526
614,1221,92,513,799,742,0.466
625,1150,95,522,940,719,0.612
579,1203,94,463,858,716,0.45
584,1157,100,470,891,726,0.546
568,1112,93,488,906,700,0.45
512,1065,79,460,992,676,0.389
628,1205,89,500,813,742,0.611
564,1120,108,445,864,717,0.546
553,1112,54,544,790,690,0.488
549,1056,102,476,892,696,0.469
544,1184,59,458,857,687,0.442
509,1077,71,538,907,690,0.408
509,1179,73,375,890,690,0.512
524,1139,59,362,659,673,0.523
699,1271,95,524,717,790,0.568
669,1235,113,453,818,776,0.595
646,1167,125,505,912,771,0.571
588,1134,124,465,918,752,0.496
616,1210,59,451,806,741,0.578
587,1125,88,537,864,722,0.408
556,1118,61,502,862,705,0.532
480,1106,47,479,933,690,0.331
841,1323,199,523,849,891,0.619
812,1345,161,507,743,850,0.624
687,1299,108,468,731,797,0.465
735,1285,115,447,926,795,0.484
716,1289,121,534,964,805,0.457
737,1249,143,443,918,800,0.551
662,1279,121,416,870,792,0.422
667,1214,90,524,817,761,0.492
897,1515,176,581,930,847,0.611
904,1512,203,544,1098,858,0.596
807,1436,140,567,820,804,0.549
844,1437,161,536,1023,822,0.545
765,1393,177,532,1186,802,0.462
693,1323,145,490,1047,759,0.486
670,1344,129,507,1112,748,0.364
717,1316,130,581,1135,764,0.472
935,1504,183,600,884,851,0.65
857,1457,169,609,1023,824,0.576
813,1464,134,556,956,808,0.538
852,1492,142,552,864,806,0.455
777,1439,127,596,1061,793,0.458
803,1429,170,499,997,810,0.49
786,1464,118,523,982,779,0.5
753,1464,182,429,1018,811,0.479
849,1499,178,541,960,828,0.596
906,1554,170,499,891,840,0.608
786,1489,149,471,979,808,0.56
789,1479,141,468,1066,794,0.486
761,1337,234,427,1100,806,0.524
743,1425,151,457,1018,789,0.563
737,1445,150,416,974,786,0.43
757,1419,145,429,983,768,0.396
